number,userid,vehicleid,stationid,reservationno,logtime,longitude,latitude,speed,heading,charge,fuel,hdop,km,stationid2,station_dt,gpsenginelockstate,gpsdoorlockstate,doorlockstate,enginestate,frontdoorstate,reardoorstate
403,2241,77,7,6609,01-01-18 13:44,99.77530785,14.01028285,75.7468,40.8,13.56,80,0.9,3678.839688,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
404,2241,77,7,6609,01-01-18 13:44,99.77974775,14.01417085,70.7464,57,13.6,80,1,3679.484941,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
405,2241,77,7,6609,01-01-18 13:45,99.78217437,14.01900488,76.4876,8.2,13.64,80,0.9,3680.082823,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
406,2241,77,7,6609,01-01-18 13:45,99.78365757,14.02353477,68.7092,24.7,13.64,80,0.9,3680.611328,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
407,2241,77,7,6609,01-01-18 13:46,99.78602853,14.02850928,73.154,25.6,13.56,80,0.9,3681.220744,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
408,2241,77,7,6609,01-01-18 13:46,99.78861057,14.03264472,60.0048,72.3,13.09,80,0.9,3681.758367,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
409,2241,77,7,6609,01-01-18 13:47,99.79032433,14.03581658,52.4116,354,12.87,80,1,3682.156579,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
410,2241,77,7,6609,01-01-18 13:47,99.79043367,14.03840293,35.7436,25.6,12.69,80,0.9,3682.44441,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
411,2241,77,7,6609,01-01-18 13:48,99.7905922,14.03872907,0,26.2,12.72,80,0.9,3682.484504,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
412,2241,77,7,6609,01-01-18 13:48,99.79058908,14.038713,0.7408,26.2,12.69,80,0.9,3682.486322,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
413,2241,77,7,6609,01-01-18 13:49,99.79060663,14.03874873,5.9264,52.4,12.83,80,0.9,3682.490723,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
414,2241,77,7,6609,01-01-18 13:49,99.79452455,14.0367045,74.6356,100.5,12.8,80,0.9,3682.970614,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
415,2241,77,7,6609,01-01-18 13:50,99.79862227,14.03637025,25.3724,93.3,12.76,80,0.9,3683.414215,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
416,2241,77,7,6609,01-01-18 13:50,99.79884027,14.03638037,0,92.5,12.65,80,0.9,3683.437758,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
417,2241,77,7,6609,01-01-18 13:51,99.79885795,14.0363818,0,92.5,12.65,80,0.9,3683.439672,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
418,2241,77,7,6609,01-01-18 13:51,99.80042738,14.03627475,15.5568,96.1,12.65,80,0.9,3683.609393,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
419,2241,77,7,6609,01-01-18 13:52,99.80057107,14.03626693,0,95.6,12.69,80,0.9,3683.624917,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
420,2241,77,7,6609,01-01-18 13:52,99.80064362,14.03627705,0,95.9,12.83,80,0.9,3683.632824,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
421,2241,77,7,6609,01-01-18 13:53,99.800662,14.03627647,0,95.9,12.98,80,0.9,3683.634808,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
422,2241,77,7,6609,01-01-18 13:53,99.80179387,14.03617005,35.7436,93.4,12.94,80,0.9,3683.75748,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
423,2241,77,7,6609,01-01-18 13:54,99.80415498,14.03599982,43.1516,93.8,12.72,80,0.9,3684.012888,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
424,2241,77,7,6609,01-01-18 13:54,99.80689335,14.03582437,42.596,94.9,12.72,80,0.9,3684.308933,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
425,2241,77,7,6609,01-01-18 13:55,99.81114693,14.03547715,76.6728,94.2,12.76,80,0.9,3684.76941,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
426,2241,77,7,6609,01-01-18 13:55,99.81723985,14.03488373,84.8216,102,12.72,80,0.9,3685.42999,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
427,2241,77,7,6609,01-01-18 13:56,99.823181,14.03355892,70.1908,102.4,12.61,80,0.9,3686.087609,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
428,2241,77,7,6609,01-01-18 13:56,99.82891585,14.03226015,85.0068,103.1,12.65,80,0.9,3686.722897,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
429,2241,77,7,6609,01-01-18 13:57,99.83402405,14.0313407,89.822,97.6,12.65,80,0.9,3687.283358,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
430,2241,77,7,6609,01-01-18 13:57,99.84093253,14.03045492,89.0812,97.7,12.61,80,0.9,3688.035108,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
431,2241,77,7,6609,01-01-18 13:58,99.84733715,14.02961185,77.5988,97,12.69,80,0.9,3688.732355,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
432,2241,77,7,6609,01-01-18 13:58,99.85328347,14.02885583,62.968,96.4,12.61,80,0.9,3689.379318,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
433,2241,77,7,6609,01-01-18 13:59,99.85804732,14.02823505,72.228,97.8,12.58,80,0.9,3689.89785,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
434,2241,77,7,6609,01-01-18 13:59,99.86409585,14.02746845,73.3392,97.6,12.58,80,0.9,3690.555904,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
435,2241,77,7,6609,01-01-18 14:00,99.86858813,14.02689505,66.1164,96.6,12.65,80,0.9,3691.044704,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
436,2241,77,7,6609,01-01-18 14:00,99.87451175,14.02613788,80.9324,97.6,12.69,80,0.9,3691.689263,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
437,2241,77,7,6609,01-01-18 14:01,99.88078327,14.02533127,77.2284,97.5,12.69,80,0.9,3692.371753,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
438,2241,77,7,6609,01-01-18 14:01,99.8864941,14.02459695,75.932,97.6,12.69,80,0.9,3692.993226,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
439,2241,77,7,6609,01-01-18 14:02,99.89272818,14.02381515,82.414,97.4,12.69,80,0.9,3693.671358,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
440,2241,77,7,6609,01-01-18 14:02,99.89899645,14.02299193,80.562,97.6,12.65,80,0.9,3694.353752,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
441,2241,77,7,6609,01-01-18 14:03,99.90282978,14.02250492,3.5188,104.4,12.58,80,0.9,3694.770827,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
442,2241,77,7,6609,01-01-18 14:03,99.90286572,14.0225007,0,102.5,12.32,80,0.9,3694.774732,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
443,2241,77,7,6609,01-01-18 14:04,99.90286595,14.02249783,0,102.5,13.09,80,0.9,3694.775052,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
