number,userid,vehicleid,stationid,reservationno,logtime,longitude,latitude,speed,heading,charge,fuel,hdop,km,stationid2,station_dt,gpsenginelockstate,gpsdoorlockstate,doorlockstate,enginestate,frontdoorstate,reardoorstate
1,2241,77,7,6609,01-01-18 0:02,99.52136067,14.03184528,0,0,12.28,-1,0,3615.076821,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
2,2241,77,7,6609,01-01-18 0:04,99.52128408,14.0318284,0,0,12.36,-1,0.7,3615.085293,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
3,2241,77,7,6609,01-01-18 0:08,99.52128483,14.03187207,0,0,12.36,-1,0.8,3615.090149,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
4,2241,77,7,6609,01-01-18 0:11,99.5212904,14.03186595,0,0,12.36,-1,0.7,3615.091057,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
5,2241,77,7,6609,01-01-18 0:18,99.52130748,14.03186123,0,285.3,12.36,-1,0.8,3615.092973,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
6,2241,77,7,6609,01-01-18 0:21,99.52128887,14.0318483,0,NaN,12.36,-1,0.7,3615.095443,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
7,2241,77,7,6609,01-01-18 0:24,99.52130792,14.03188185,0,163.7,12.32,-1,0.8,3615.099702,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
8,2241,77,7,6609,01-01-18 0:27,99.52134232,14.03184475,0,120.5,12.36,-1,0.8,3615.105251,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
9,2241,77,7,6609,01-01-18 0:29,99.52132477,14.03184087,0,29,12.32,-1,0.8,3615.107193,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
10,2241,77,7,6609,01-01-18 0:32,99.52133237,14.03185917,0,29,12.39,-1,0.7,3615.109386,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
11,2241,77,7,6609,01-01-18 0:35,99.52132622,14.03187153,0,29,12.36,-1,0.8,3615.110913,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
12,2241,77,7,6609,01-01-18 0:38,99.5213257,14.03187008,0,NaN,12.39,-1,0.9,3615.111084,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
13,2241,77,7,6609,01-01-18 0:41,99.5213107,14.03188173,0,244.8,12.39,-1,0.9,3615.113157,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
14,2241,77,7,6609,01-01-18 0:44,99.52131747,14.03188768,0,244.8,12.43,-1,0.9,3615.114142,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
15,2241,77,7,6609,01-01-18 0:47,99.52132578,14.03185693,0,244.8,12.39,-1,0.8,3615.117677,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
16,2241,77,7,6609,01-01-18 0:48,99.5213343,14.03187822,0,334.8,12.25,-1,1,3615.120216,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
17,2241,77,7,6609,01-01-18 0:51,99.52132065,14.03184598,0,334.8,12.36,-1,0.9,3615.12409,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
18,2241,77,7,6609,01-01-18 0:54,99.52134113,14.03187812,0,273.9,12.36,-1,0.9,3615.128292,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
19,2241,77,7,6609,01-01-18 0:57,99.5213422,14.03191477,0,273.9,12.36,-1,0.9,3615.132368,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
20,2241,77,7,6609,01-01-18 1:00,99.52132882,14.03184513,0,273.9,12.36,-1,0.9,3615.140245,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
21,2241,77,7,6609,01-01-18 1:03,99.52133558,14.03184957,0,273.9,12.36,-1,0.9,3615.141126,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
22,2241,77,7,6609,01-01-18 1:06,99.5213334,14.03185203,0,273.9,12.36,-1,0.9,3615.141487,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
23,2241,77,7,6609,01-01-18 1:09,99.52133185,14.0318701,0,273.9,12.39,-1,1,3615.143503,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
24,2241,77,7,6609,01-01-18 1:14,99.5213091,14.0318692,0,301.3,12.28,-1,0.9,3615.145959,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
25,2241,77,7,6609,01-01-18 1:18,99.52134068,14.03188082,0,256.3,12.28,-1,0.9,3615.149603,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
26,2241,77,7,6609,01-01-18 1:21,99.52130717,14.03189893,0,256.3,12.36,-1,0.9,3615.153742,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
27,2241,77,7,6609,01-01-18 1:24,99.52130717,14.03188732,0,256.3,12.32,-1,0.8,3615.155034,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
28,2241,77,7,6609,01-01-18 1:27,99.52130835,14.0318688,0,256.3,12.36,-1,0.9,3615.157097,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
29,2241,77,7,6609,01-01-18 1:30,99.52130915,14.03187107,0,256.3,12.36,-1,1.1,3615.157363,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
30,2241,77,7,6609,01-01-18 1:33,99.52130858,14.03187042,0,256.3,12.39,-1,0.9,3615.157458,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
31,2241,77,7,6609,01-01-18 1:38,99.5212916,14.0318694,0,256.3,12.43,-1,0.9,3615.159293,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
32,2241,77,7,6609,01-01-18 1:41,99.52132923,14.0318606,0,256.3,12.36,-1,0.9,3615.163469,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
33,2241,77,7,6609,01-01-18 1:44,99.52132858,14.03186067,0,256.3,12.32,-1,0.9,3615.16354,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
34,2241,77,7,6609,01-01-18 1:47,99.5213285,14.03186252,0,256.3,12.36,-1,0.9,3615.163746,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
35,2241,77,7,6609,01-01-18 1:50,99.52132907,14.03186843,0,256.3,12.36,-1,0.9,3615.164406,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
36,2241,77,7,6609,01-01-18 1:53,99.52132828,14.03186817,0,256.3,12.32,-1,0.9,3615.164496,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
37,2241,77,7,6609,01-01-18 1:56,99.52134043,14.03185815,0,256.3,12.39,-1,1.1,3615.166216,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
38,2241,77,7,6609,01-01-18 1:59,99.52133697,14.0318605,0,256.3,12.39,-1,1.3,3615.166672,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
39,2241,77,7,6609,01-01-18 2:03,99.52127005,14.03186935,3.1484,68.9,12.28,-1,1.1,3615.173958,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
40,2241,77,7,6609,01-01-18 2:06,99.5212852,14.03186747,0,68.9,12.32,-1,1.1,3615.175606,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
41,2241,77,7,6609,01-01-18 2:09,99.52125772,14.03190695,0,290.6,12.32,-1,1.1,3615.180903,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
42,2241,77,7,6609,01-01-18 2:13,99.52133875,14.03187838,0,41.9,12.28,-1,1,3615.190204,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
43,2241,77,7,6609,01-01-18 2:17,99.52132417,14.03187473,0,41.9,12.32,-1,1,3615.191829,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
44,2241,77,7,6609,01-01-18 2:20,99.5213439,14.03187868,0,41.9,12.32,-1,0.7,3615.194002,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
45,2241,77,7,6609,01-01-18 2:23,99.52134392,14.03187838,0,41.9,12.39,-1,0.9,3615.194036,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
46,2241,77,7,6609,01-01-18 2:26,99.52134437,14.03187575,0,41.9,12.39,-1,0.9,3615.194333,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
47,2241,77,7,6609,01-01-18 2:29,99.52133998,14.03187547,0,41.9,12.39,-1,0.9,3615.194807,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
48,2241,77,7,6609,01-01-18 2:32,99.52134175,14.03187737,0,202.9,12.39,-1,0.7,3615.195091,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
49,2241,77,7,6609,01-01-18 2:33,99.52135575,14.03193183,0,202.9,12.32,-1,0.9,3615.201333,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
50,2241,77,7,6609,01-01-18 2:36,99.5213506,14.03192587,0,202.9,12.36,-1,1,3615.202198,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
51,2241,77,7,6609,01-01-18 2:39,99.52134995,14.03192262,0,202.9,12.36,-1,0.8,3615.202566,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
52,2241,77,7,6609,01-01-18 2:42,99.52131968,14.03188937,0,16.3,12.32,-1,0.8,3615.207499,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
53,2241,77,7,6609,01-01-18 2:45,99.5213157,14.03188713,0,16.3,12.36,-1,1,3615.207995,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
54,2241,77,7,6609,01-01-18 2:48,99.52130903,14.0318767,0,16.3,12.32,-1,1.1,3615.20936,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
55,2241,77,7,6609,01-01-18 2:51,99.52130708,14.03187553,0,16.3,12.36,-1,1,3615.209607,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
56,2241,77,7,6609,01-01-18 2:54,99.52129608,14.03186257,0,16.3,12.39,-1,0.9,3615.211475,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
57,2241,77,7,6609,01-01-18 2:57,99.52130038,14.03186297,0,16.3,12.39,-1,1,3615.211941,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
58,2241,77,7,6609,01-01-18 3:00,99.52130628,14.03186325,0,16.3,12.39,-1,0.9,3615.212578,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
59,2241,77,7,6609,01-01-18 3:03,99.52130772,14.03186668,0,16.3,12.39,-1,1,3615.21299,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
60,2241,77,7,6609,01-01-18 3:06,99.52130768,14.03186615,0,16.3,12.39,-1,1.1,3615.213049,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
61,2241,77,7,6609,01-01-18 3:09,99.52131007,14.0318682,0,16.3,12.39,-1,0.7,3615.213393,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
62,2241,77,7,6609,01-01-18 3:12,99.52130902,14.03186873,0,16.3,12.39,-1,1.2,3615.213521,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
63,2241,77,7,6609,01-01-18 3:15,99.5213088,14.03186823,0,16.3,12.28,-1,0.7,3615.213581,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
64,2241,77,7,6609,01-01-18 3:18,99.52130893,14.03186837,0,16.3,12.32,-1,1,3615.213602,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
65,2241,77,7,6609,01-01-18 3:21,99.52131048,14.03186632,0,16.3,12.32,-1,0.7,3615.213884,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
66,2241,77,7,6609,01-01-18 3:24,99.52130958,14.03186317,0,16.3,12.28,-1,0.8,3615.214248,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
67,2241,77,7,6609,01-01-18 3:27,99.52125402,14.03182128,0,359.6,12.28,-1,0.8,3615.221839,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
68,2241,77,7,6609,01-01-18 3:30,99.52125232,14.03182645,0,359.6,12.32,-1,0.9,3615.222442,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
69,2241,77,7,6609,01-01-18 3:35,99.5213653,14.03188162,0,359.6,12.25,-1,0.8,3615.236087,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
70,2241,77,7,6609,01-01-18 3:40,99.52132098,14.03187442,0,130.7,12.28,-1,0.8,3615.240934,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
71,2241,77,7,6609,01-01-18 3:45,99.52133355,14.03186908,0,221.2,12.28,-1,1,3615.242414,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
72,2241,77,7,6609,01-01-18 3:50,99.5213497,14.03187897,0,62.6,12.28,-1,0.7,3615.244474,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
73,2241,77,7,6609,01-01-18 3:53,99.52134867,14.03187942,0,62.6,12.32,-1,0.8,3615.244596,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
74,2241,77,7,6609,01-01-18 3:56,99.52134815,14.0318796,0,62.6,12.28,-1,0.8,3615.244655,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
75,2241,77,7,6609,01-01-18 4:03,99.52129522,14.03187768,0,105.1,12.36,-1,1,3615.250369,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
76,2241,77,7,6609,01-01-18 4:06,99.521312,14.03182553,0,183.6,12.32,-1,0.8,3615.256444,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
77,2241,77,7,6609,01-01-18 4:11,99.52135418,14.03186993,0,158.1,12.28,-1,500,3615.263159,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
78,2241,77,7,6609,01-01-18 4:16,99.52143768,14.0318961,0.7408,129.7,12.25,-1,0.8,3615.272625,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
79,2241,77,7,6609,01-01-18 4:16,99.52133737,14.03184655,0,129.7,12.25,-1,0.9,3615.284768,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
80,2241,77,7,6609,01-01-18 4:19,99.5213241,14.03184742,0.7408,200.1,12.28,-1,0.9,3615.286203,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
81,2241,77,7,6609,01-01-18 4:22,99.52131513,14.03188903,0,151.3,12.32,-1,0.9,3615.29093,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
82,2241,77,7,6609,01-01-18 4:24,99.52131317,14.0318489,0,11.4,12.28,-1,0.9,3615.295398,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
83,2241,77,7,6609,01-01-18 4:27,99.52133483,14.03185265,0,160.4,12.28,-1,0.8,3615.297772,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
84,2241,77,7,6609,01-01-18 4:30,99.52132408,14.03184888,0,160.4,12.32,-1,1,3615.299005,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
85,2241,77,7,6609,01-01-18 4:33,99.5213369,14.03185845,0,16.7,12.28,-1,1,3615.30075,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
86,2241,77,7,6609,01-01-18 4:36,99.52132793,14.03186272,0,308.6,12.32,-1,1,3615.301827,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
87,2241,77,7,6609,01-01-18 4:55,99.52130083,14.03182187,0,0,12.25,-1,1.8,3615.307229,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
88,2241,77,7,6609,01-01-18 5:04,99.5213067,14.03182265,0,0,12.21,-1,0.8,3615.307868,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
89,2241,77,7,6609,01-01-18 5:07,99.52131155,14.03184367,0,0,12.28,-1,0.6,3615.310263,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
90,2241,77,7,6609,01-01-18 5:10,99.5213154,14.03184842,0,0,12.32,-1,0.6,3615.310935,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
91,2241,77,7,6609,01-01-18 5:13,99.52131353,14.03184928,0,0,12.28,-1,0.6,3615.311158,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
92,2241,77,7,6609,01-01-18 5:16,99.52131245,14.03185067,0,0,12.28,-1,0.7,3615.311351,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
93,2241,77,7,6609,01-01-18 5:19,99.52130662,14.0318497,0,0,12.28,-1,0.8,3615.311989,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
94,2241,77,7,6609,01-01-18 5:22,99.52130773,14.0318503,0,0,12.32,-1,0.8,3615.312127,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
95,2241,77,7,6609,01-01-18 5:25,99.52130828,14.03185108,0,0,12.32,-1,0.8,3615.312232,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
96,2241,77,7,6609,01-01-18 5:28,99.52130923,14.03185112,0,0,12.36,-1,0.8,3615.312335,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
97,2241,77,7,6609,01-01-18 5:31,99.52130857,14.03185122,0,0,12.36,-1,0.7,3615.312408,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
98,2241,77,7,6609,01-01-18 5:34,99.52130803,14.03185097,0,0,12.36,-1,0.8,3615.312472,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
99,2241,77,7,6609,01-01-18 5:37,99.52131597,14.03183895,0,43.8,12.28,-1,0.8,3615.314058,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
100,2241,77,7,6609,01-01-18 5:40,99.52131857,14.03184553,0,43.8,12.28,-1,0.8,3615.314842,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
101,2241,77,7,6609,01-01-18 5:43,99.52130343,14.03185217,0,43.8,12.28,-1,0.8,3615.316634,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
102,2241,77,7,6609,01-01-18 5:49,99.52127993,14.03187797,0,132.5,12.28,-1,0.8,3615.320462,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
103,2241,77,7,6609,01-01-18 5:52,99.5212904,14.03186337,0,286.7,12.32,-1,0.8,3615.32244,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
104,2241,77,7,6609,01-01-18 5:55,99.5212955,14.0318588,0,286.7,12.28,-1,0.8,3615.323188,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
105,2241,77,7,6609,01-01-18 6:04,99.5213464,14.0318505,0,0,12.21,-1,0.8,3615.328756,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
106,2241,77,7,6609,01-01-18 6:18,99.52130378,14.03185862,0,0,12.21,-1,0.8,3615.333441,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
107,2241,77,7,6609,01-01-18 6:19,99.52128632,14.03183135,0,251.6,12.25,-1,0.8,3615.337011,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
108,2241,77,7,6609,01-01-18 6:22,99.5213067,14.03184522,0,251.6,12.28,-1,0.7,3615.339697,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
109,2241,77,7,6609,01-01-18 6:25,99.5213026,14.03185252,0,251.6,12.28,-1,0.8,3615.340621,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
110,2241,77,7,6609,01-01-18 6:28,99.52130957,14.03186288,0,251.6,12.36,-1,0.8,3615.341997,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
111,2241,77,7,6609,01-01-18 6:31,99.5212846,14.03189092,0,251.6,12.36,-1,0.8,3615.346117,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
112,2241,77,7,6609,01-01-18 6:34,99.5212998,14.0319066,0,251.6,12.36,-1,0.8,3615.348511,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
113,2241,77,7,6609,01-01-18 6:37,99.52130122,14.03190592,0,251.6,12.36,-1,0.8,3615.348681,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
114,2241,77,7,6609,01-01-18 6:40,99.52130455,14.03190013,0,251.6,12.36,-1,0.8,3615.349418,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
115,2241,77,7,6609,01-01-18 6:43,99.5213135,14.03189125,0,251.6,12.36,-1,0.8,3615.350799,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
116,2241,77,7,6609,01-01-18 6:46,99.52131422,14.03188865,0,251.6,12.32,-1,0.8,3615.351099,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
117,2241,77,7,6609,01-01-18 6:49,99.52131545,14.03188762,0,251.6,12.32,-1,0.8,3615.351274,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
118,2241,77,7,6609,01-01-18 6:52,99.52131508,14.03188805,0,251.6,12.25,-1,0.8,3615.351337,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
119,2241,77,7,6609,01-01-18 6:53,99.52131508,14.03188805,0,0,12.21,-1,0,3615.351337,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
120,2241,77,7,6609,01-01-18 6:56,99.52129833,14.03189118,0,0,12.25,-1,0.8,3615.353177,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
121,2241,77,7,6609,01-01-18 6:59,99.52130022,14.03188087,0,0,12.28,-1,0.8,3615.354342,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
122,2241,77,7,6609,01-01-18 7:02,99.5213013,14.03187907,0,0,12.28,-1,0.8,3615.354574,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
123,2241,77,7,6609,01-01-18 7:02,99.5213013,14.03187903,0,0,12.25,-1,0.9,3615.354577,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
124,2241,77,7,6609,01-01-18 7:13,99.5213013,14.03187903,0,0,12.21,-1,0,3615.354577,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
125,2241,77,7,6609,01-01-18 7:13,99.52124913,14.03189425,0,0,12.32,-1,0.9,3615.360454,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
126,2241,77,7,6609,01-01-18 7:25,99.52124913,14.03189425,0,0,12.32,-1,0,3615.360454,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
127,2241,77,7,6609,01-01-18 7:25,99.52130607,14.03189988,0,0,12.25,-1,1.1,3615.366628,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
128,2241,77,7,6609,01-01-18 7:38,99.52130788,14.03187132,0,0,12.28,-1,1.1,3615.36981,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
129,2241,77,7,6609,01-01-18 7:51,99.52128523,14.03187177,0,0,12.32,-1,1.1,3615.372254,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
130,2241,77,7,6609,01-01-18 8:05,99.52128523,14.03187177,0,0,12.21,-1,0,3615.372254,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
131,2241,77,7,6609,01-01-18 8:05,99.52132565,14.0318517,0,0,12.25,-1,1.4,3615.377152,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
132,2241,77,7,6609,01-01-18 8:19,99.52139492,14.03191088,0,0,12.32,-1,1.1,3615.387109,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
133,2241,77,7,6609,01-01-18 8:32,99.52139492,14.03191088,0,0,12.36,-1,0,3615.387109,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
134,2241,77,7,6609,01-01-18 8:35,99.52133145,14.03190823,0,0,12.32,-1,0.8,3615.393962,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
